Sequence,Time,File,RangeOffset,RangeLength,Text,Language,Type
982,2081860,"exercises/easy/ex2-type-checker.js",588,1,"",javascript,content
983,2081892,"exercises/easy/ex2-type-checker.js",587,1,"",javascript,content
984,2081924,"exercises/easy/ex2-type-checker.js",586,1,"",javascript,content
985,2082086,"exercises/easy/ex2-type-checker.js",585,1,"",javascript,content
986,2082326,"exercises/easy/ex2-type-checker.js",584,1,"",javascript,content
987,2084060,"exercises/easy/ex2-type-checker.js",574,1,"",javascript,content
988,2084223,"exercises/easy/ex2-type-checker.js",573,1,"",javascript,content
989,2084410,"exercises/easy/ex2-type-checker.js",572,1,"",javascript,content
990,2086696,"exercises/easy/ex2-type-checker.js",572,1,"",javascript,content
991,2086877,"exercises/easy/ex2-type-checker.js",571,1,"",javascript,content
992,2087050,"exercises/easy/ex2-type-checker.js",570,1,"",javascript,content
993,2087186,"exercises/easy/ex2-type-checker.js",569,1,"",javascript,content
994,2089525,"exercises/easy/ex2-type-checker.js",568,0,"t",javascript,content
995,2089664,"exercises/easy/ex2-type-checker.js",569,0,"y",javascript,content
996,2089768,"exercises/easy/ex2-type-checker.js",570,0,"p",javascript,content
997,2089899,"exercises/easy/ex2-type-checker.js",571,0,"e",javascript,content
998,2089981,"exercises/easy/ex2-type-checker.js",572,0,"o",javascript,content
999,2090095,"exercises/easy/ex2-type-checker.js",573,0,"f",javascript,content
1000,2133051,"exercises/easy/ex2-type-checker.js",407,145,"",javascript,content
1001,2162997,"exercises/easy/ex2-type-checker.js",407,0,"console.log(typeof object, typeof array, typeof string, typeof number, typeof boolean, typeof nullValue, typeof undefinedValue, typeof nanValue);",javascript,content
1002,2174949,"exercises/easy/ex2-type-checker.js",649,0,"c",javascript,content
1003,2175048,"exercises/easy/ex2-type-checker.js",650,0,"o",javascript,content
1004,2175261,"exercises/easy/ex2-type-checker.js",651,0,"n",javascript,content
1005,2175516,"exercises/easy/ex2-type-checker.js",652,0,"s",javascript,content
1006,2175643,"exercises/easy/ex2-type-checker.js",653,0,"o",javascript,content
1007,2175900,"exercises/easy/ex2-type-checker.js",654,0,"l",javascript,content
1008,2176334,"exercises/easy/ex2-type-checker.js",655,0,"e",javascript,content
1009,2177092,"exercises/easy/ex2-type-checker.js",649,7,"console",javascript,content
1009,2177092,"exercises/easy/ex2-type-checker.js",649,7,"console",javascript,content
1010,2177094,"exercises/easy/ex2-type-checker.js",656,0,".",javascript,content
1011,2177997,"exercises/easy/ex2-type-checker.js",657,0,"l",javascript,content
1012,2178150,"exercises/easy/ex2-type-checker.js",658,0,"o",javascript,content
1013,2178846,"exercises/easy/ex2-type-checker.js",659,0,"g",javascript,content
1014,2179083,"exercises/easy/ex2-type-checker.js",656,4,".log",javascript,content
1014,2179083,"exercises/easy/ex2-type-checker.js",656,4,".log",javascript,content
1015,2179085,"exercises/easy/ex2-type-checker.js",660,0,"()",javascript,content
1016,2179339,"exercises/easy/ex2-type-checker.js",661,0,"x",javascript,content
1016,2179339,"exercises/easy/ex2-type-checker.js",661,0,"x",javascript,content
1017,2179341,"exercises/easy/ex2-type-checker.js",662,0,"c",javascript,content
1018,2179406,"exercises/easy/ex2-type-checker.js",663,0,"o",javascript,content
1019,2179702,"exercises/easy/ex2-type-checker.js",663,1,"",javascript,content
1020,2179850,"exercises/easy/ex2-type-checker.js",662,1,"",javascript,content
1021,2179967,"exercises/easy/ex2-type-checker.js",661,1,"",javascript,content
1022,2180064,"exercises/easy/ex2-type-checker.js",661,0,"c",javascript,content
1023,2180144,"exercises/easy/ex2-type-checker.js",662,0,"o",javascript,content
1024,2180307,"exercises/easy/ex2-type-checker.js",663,0,"d",javascript,content
1025,2180479,"exercises/easy/ex2-type-checker.js",664,0,"e",javascript,content
1026,2181545,"exercises/easy/ex2-type-checker.js",666,0,";",javascript,content
1027,2184677,"exercises/easy/ex2-type-checker.js",649,0,"  ",javascript,content
1028,2187058,"exercises/easy/ex2-type-checker.js",407,0,"/",javascript,content
1029,2187171,"exercises/easy/ex2-type-checker.js",408,0,"/",javascript,content
1030,2214293,"exercises/easy/ex2-type-checker.js",585,0,"t",javascript,content
1031,2214479,"exercises/easy/ex2-type-checker.js",586,0,"y",javascript,content
1032,2214526,"exercises/easy/ex2-type-checker.js",587,0,"p",javascript,content
1033,2214733,"exercises/easy/ex2-type-checker.js",588,0,"e",javascript,content
1034,2214934,"exercises/easy/ex2-type-checker.js",589,0,"o",javascript,content
1035,2215000,"exercises/easy/ex2-type-checker.js",590,0,"f",javascript,content
1036,2215901,"exercises/easy/ex2-type-checker.js",591,0," ",javascript,content
1037,2216735,"exercises/easy/ex2-type-checker.js",591,1,"",javascript,content
1038,2216919,"exercises/easy/ex2-type-checker.js",590,1,"",javascript,content
1039,2217068,"exercises/easy/ex2-type-checker.js",589,1,"",javascript,content
1040,2217229,"exercises/easy/ex2-type-checker.js",588,1,"",javascript,content
1041,2217374,"exercises/easy/ex2-type-checker.js",587,1,"",javascript,content
1042,2217573,"exercises/easy/ex2-type-checker.js",586,1,"",javascript,content
1043,2217860,"exercises/easy/ex2-type-checker.js",585,1,"",javascript,content
1044,2227654,"exercises/easy/ex2-type-checker.js",583,66,"}",javascript,content
1045,2228144,"exercises/easy/ex2-type-checker.js",584,0," ",javascript,content
1046,2228345,"exercises/easy/ex2-type-checker.js",585,0,"t",javascript,content
1047,2228520,"exercises/easy/ex2-type-checker.js",586,0,"y",javascript,content
1048,2228582,"exercises/easy/ex2-type-checker.js",587,0,"p",javascript,content
1049,2228762,"exercises/easy/ex2-type-checker.js",588,0,"e",javascript,content
1050,2228901,"exercises/easy/ex2-type-checker.js",589,0,"o",javascript,content
1051,2229018,"exercises/easy/ex2-type-checker.js",590,0,"f",javascript,content
1052,2230838,"exercises/easy/ex2-type-checker.js",591,0,"{}",javascript,content
1053,2231130,"exercises/easy/ex2-type-checker.js",592,0,"a",javascript,content
1054,2231278,"exercises/easy/ex2-type-checker.js",593,0,"r",javascript,content
1055,2231414,"exercises/easy/ex2-type-checker.js",594,0,"r",javascript,content
1056,2231488,"exercises/easy/ex2-type-checker.js",595,0,"a",javascript,content
1057,2231696,"exercises/easy/ex2-type-checker.js",596,0,"y",javascript,content
1058,2232519,"exercises/easy/ex2-type-checker.js",597,1,"}",javascript,content
1059,2234296,"exercises/easy/ex2-type-checker.js",598,0,";",javascript,content
1060,2238353,"exercises/easy/ex2-type-checker.js",584,15,"",javascript,content
1061,2243147,"exercises/easy/ex2-type-checker.js",585,0,"\n  ",javascript,content
1062,2244044,"exercises/easy/ex2-type-checker.js",586,2,"",javascript,content
1062,2244044,"exercises/easy/ex2-type-checker.js",586,2,"",javascript,content
1063,2244044,"exercises/easy/ex2-type-checker.js",585,0,"v",javascript,content
1064,2244795,"exercises/easy/ex2-type-checker.js",585,1,"",javascript,content
1065,2244993,"exercises/easy/ex2-type-checker.js",585,0,"const code = typeof{object}",javascript,content
1065,2244993,"exercises/easy/ex2-type-checker.js",585,0,"const code = typeof{object}",javascript,content
1066,2244994,"exercises/easy/ex2-type-checker.js",585,0,"  ",javascript,content
1067,2246231,"exercises/easy/ex2-type-checker.js",585,2,"",javascript,content
1068,2246449,"exercises/easy/ex2-type-checker.js",585,27,"",javascript,content
1069,2246748,"exercises/easy/ex2-type-checker.js",585,0,"v",javascript,content
1070,2247150,"exercises/easy/ex2-type-checker.js",587,0,"  ",javascript,content
1070,2247150,"exercises/easy/ex2-type-checker.js",587,0,"  ",javascript,content
1071,2247150,"exercises/easy/ex2-type-checker.js",585,1,"",javascript,content
1072,2247439,"exercises/easy/ex2-type-checker.js",585,3,"",javascript,content
1073,2247780,"exercises/easy/ex2-type-checker.js",584,0," typeof{array};",javascript,content
1074,2248447,"exercises/easy/ex2-type-checker.js",598,1,"",javascript,content
1075,2248813,"exercises/easy/ex2-type-checker.js",591,7,"",javascript,content
1076,2250091,"exercises/easy/ex2-type-checker.js",584,7,"",javascript,content
1077,2251260,"exercises/easy/ex2-type-checker.js",583,1,", array, string, number, boolean, nullValue, undefined, nanValue};",javascript,content
1078,2266916,"exercises/easy/ex2-type-checker.js",577,0,"t",javascript,content
1079,2267084,"exercises/easy/ex2-type-checker.js",578,0,"y",javascript,content
1080,2267162,"exercises/easy/ex2-type-checker.js",579,0,"p",javascript,content
1081,2267297,"exercises/easy/ex2-type-checker.js",580,0,"e",javascript,content
1082,2267547,"exercises/easy/ex2-type-checker.js",581,0,"o",javascript,content
1083,2267613,"exercises/easy/ex2-type-checker.js",582,0,"f",javascript,content
1084,2267887,"exercises/easy/ex2-type-checker.js",583,0," ",javascript,content
1085,2276165,"exercises/easy/ex2-type-checker.js",584,0,"9",javascript,content
1086,2276895,"exercises/easy/ex2-type-checker.js",584,1,"",javascript,content
1087,2277237,"exercises/easy/ex2-type-checker.js",584,0,"(",javascript,content
1088,2279174,"exercises/easy/ex2-type-checker.js",591,0,")",javascript,content
1089,2287946,"exercises/easy/ex2-type-checker.js",584,8,"",javascript,content
1090,2288616,"exercises/easy/ex2-type-checker.js",583,1,"",javascript,content
1091,2288974,"exercises/easy/ex2-type-checker.js",582,1,"",javascript,content
1092,2289163,"exercises/easy/ex2-type-checker.js",581,1,"",javascript,content
1093,2289314,"exercises/easy/ex2-type-checker.js",580,1,"",javascript,content
1094,2289461,"exercises/easy/ex2-type-checker.js",579,1,"",javascript,content
1095,2289612,"exercises/easy/ex2-type-checker.js",578,1,"",javascript,content
1096,2289748,"exercises/easy/ex2-type-checker.js",577,1,"",javascript,content
1097,2290547,"exercises/easy/ex2-type-checker.js",577,0,"o",javascript,content
1098,2290631,"exercises/easy/ex2-type-checker.js",578,0,"b",javascript,content
1099,2290780,"exercises/easy/ex2-type-checker.js",579,0,"j",javascript,content
1100,2290870,"exercises/easy/ex2-type-checker.js",580,0,"e",javascript,content
1101,2290965,"exercises/easy/ex2-type-checker.js",581,0,"c",javascript,content
1102,2291257,"exercises/easy/ex2-type-checker.js",582,0,"t",javascript,content
1103,2295640,"exercises/easy/ex2-type-checker.js",575,1,"",javascript,content
1104,2295878,"exercises/easy/ex2-type-checker.js",574,1,"",javascript,content
1105,2296015,"exercises/easy/ex2-type-checker.js",573,1,"",javascript,content
1106,2296176,"exercises/easy/ex2-type-checker.js",572,1,"",javascript,content
1107,2296329,"exercises/easy/ex2-type-checker.js",571,1,"",javascript,content
1108,2296499,"exercises/easy/ex2-type-checker.js",570,1,"",javascript,content
1109,2297776,"exercises/easy/ex2-type-checker.js",571,0,"t",javascript,content
1110,2297949,"exercises/easy/ex2-type-checker.js",572,0,"y",javascript,content
1111,2298018,"exercises/easy/ex2-type-checker.js",573,0,"p",javascript,content
1112,2298320,"exercises/easy/ex2-type-checker.js",574,0,"e",javascript,content
1113,2298618,"exercises/easy/ex2-type-checker.js",575,0,"o",javascript,content
1114,2298684,"exercises/easy/ex2-type-checker.js",576,0,"f",javascript,content
1115,2299701,"exercises/easy/ex2-type-checker.js",577,0," ",javascript,content
1116,2318100,"exercises/easy/ex2-type-checker.js",571,6,"",javascript,content
1117,2320786,"exercises/easy/ex2-type-checker.js",571,1,"",javascript,content
1118,2321015,"exercises/easy/ex2-type-checker.js",571,0,"typeof",javascript,content
1119,2324471,"exercises/easy/ex2-type-checker.js",571,6,"",javascript,content
1120,2331894,"exercises/easy/ex2-type-checker.js",644,0,"  ",javascript,content
1121,2339000,"exercises/easy/ex2-type-checker.js",661,0,"typeof",javascript,content
1121,2339000,"exercises/easy/ex2-type-checker.js",661,0,"typeof",javascript,content
1122,2339000,"exercises/easy/ex2-type-checker.js",644,2,"",javascript,content
1123,2339252,"exercises/easy/ex2-type-checker.js",665,0," ",javascript,content
1124,2385588,"exercises/easy/ex2-type-checker.js",645,27,"",javascript,content
1125,2385851,"exercises/easy/ex2-type-checker.js",644,1,"",javascript,content
1126,2396998,"exercises/easy/ex2-type-checker.js",570,0,"t",javascript,content
1127,2397177,"exercises/easy/ex2-type-checker.js",571,0,"y",javascript,content
1128,2397213,"exercises/easy/ex2-type-checker.js",572,0,"p",javascript,content
1129,2397364,"exercises/easy/ex2-type-checker.js",573,0,"e",javascript,content
1130,2397452,"exercises/easy/ex2-type-checker.js",574,0,"o",javascript,content
1131,2397663,"exercises/easy/ex2-type-checker.js",575,0,"f",javascript,content
1132,2400833,"exercises/easy/ex2-type-checker.js",650,0,"  ",javascript,content
1133,2407078,"exercises/easy/ex2-type-checker.js",652,0,"c",javascript,content
1134,2407201,"exercises/easy/ex2-type-checker.js",653,0,"o",javascript,content
1135,2407581,"exercises/easy/ex2-type-checker.js",653,1,"",javascript,content
1136,2407747,"exercises/easy/ex2-type-checker.js",652,1,"",javascript,content
1137,2430539,"exercises/easy/ex2-type-checker.js",652,0,"\n  ",javascript,content
1138,2431820,"exercises/easy/ex2-type-checker.js",653,2,"",javascript,content
1138,2431820,"exercises/easy/ex2-type-checker.js",653,2,"",javascript,content
1139,2431820,"exercises/easy/ex2-type-checker.js",652,0,"c",javascript,content
1140,2431921,"exercises/easy/ex2-type-checker.js",653,0,"o",javascript,content
1141,2432113,"exercises/easy/ex2-type-checker.js",654,0,"n",javascript,content
1142,2432217,"exercises/easy/ex2-type-checker.js",655,0,"s",javascript,content
1143,2432432,"exercises/easy/ex2-type-checker.js",656,0,"t",javascript,content
1144,2432633,"exercises/easy/ex2-type-checker.js",657,0," ",javascript,content
1145,2433214,"exercises/easy/ex2-type-checker.js",658,0,"c",javascript,content
1146,2433432,"exercises/easy/ex2-type-checker.js",659,0,"o",javascript,content
1147,2433530,"exercises/easy/ex2-type-checker.js",660,0,"d",javascript,content
1148,2433703,"exercises/easy/ex2-type-checker.js",661,0,"e",javascript,content
1149,2434403,"exercises/easy/ex2-type-checker.js",661,1,"",javascript,content
1150,2434914,"exercises/easy/ex2-type-checker.js",660,1,"",javascript,content
1151,2434955,"exercises/easy/ex2-type-checker.js",659,1,"",javascript,content
1152,2434966,"exercises/easy/ex2-type-checker.js",658,1,"",javascript,content
1153,2434997,"exercises/easy/ex2-type-checker.js",657,1,"",javascript,content
1154,2435155,"exercises/easy/ex2-type-checker.js",656,1,"",javascript,content
1155,2435314,"exercises/easy/ex2-type-checker.js",655,1,"",javascript,content
1156,2435449,"exercises/easy/ex2-type-checker.js",654,1,"",javascript,content
1157,2435598,"exercises/easy/ex2-type-checker.js",653,1,"",javascript,content
1158,2435922,"exercises/easy/ex2-type-checker.js",652,1,"",javascript,content
1159,2436434,"exercises/easy/ex2-type-checker.js",652,0,"c",javascript,content
1160,2436504,"exercises/easy/ex2-type-checker.js",653,0,"o",javascript,content
1161,2436667,"exercises/easy/ex2-type-checker.js",654,0,"n",javascript,content
1162,2436763,"exercises/easy/ex2-type-checker.js",655,0,"s",javascript,content
1163,2436899,"exercises/easy/ex2-type-checker.js",656,0,"o",javascript,content
1164,2437053,"exercises/easy/ex2-type-checker.js",657,0,"l",javascript,content
1165,2437186,"exercises/easy/ex2-type-checker.js",658,0,"e",javascript,content
1166,2437281,"exercises/easy/ex2-type-checker.js",652,7,"console",javascript,content
1166,2437281,"exercises/easy/ex2-type-checker.js",652,7,"console",javascript,content
1167,2437282,"exercises/easy/ex2-type-checker.js",659,0,".",javascript,content
1168,2437582,"exercises/easy/ex2-type-checker.js",660,0,"l",javascript,content
1169,2437724,"exercises/easy/ex2-type-checker.js",661,0,"o",javascript,content
1170,2437818,"exercises/easy/ex2-type-checker.js",662,0,"g",javascript,content
1171,2438015,"exercises/easy/ex2-type-checker.js",659,4,".log",javascript,content
1171,2438015,"exercises/easy/ex2-type-checker.js",659,4,".log",javascript,content
1172,2438017,"exercises/easy/ex2-type-checker.js",663,0,"()",javascript,content
1173,2439322,"exercises/easy/ex2-type-checker.js",664,0,"y",javascript,content
1174,2439550,"exercises/easy/ex2-type-checker.js",664,1,"",javascript,content
1175,2439652,"exercises/easy/ex2-type-checker.js",664,0,"t",javascript,content
1176,2439784,"exercises/easy/ex2-type-checker.js",665,0,"y",javascript,content
1177,2439839,"exercises/easy/ex2-type-checker.js",666,0,"p",javascript,content
1178,2439982,"exercises/easy/ex2-type-checker.js",667,0,"e",javascript,content
1179,2440597,"exercises/easy/ex2-type-checker.js",668,0,"o",javascript,content
1180,2440664,"exercises/easy/ex2-type-checker.js",669,0,"f",javascript,content
1181,2440821,"exercises/easy/ex2-type-checker.js",670,0," ",javascript,content
1182,2441054,"exercises/easy/ex2-type-checker.js",671,0,"c",javascript,content
1183,2441131,"exercises/easy/ex2-type-checker.js",672,0,"o",javascript,content
1184,2441248,"exercises/easy/ex2-type-checker.js",673,0,"d",javascript,content
1185,2441397,"exercises/easy/ex2-type-checker.js",674,0,"e",javascript,content
1186,2442131,"exercises/easy/ex2-type-checker.js",675,1,")",javascript,content
1187,2442800,"exercises/easy/ex2-type-checker.js",676,0,";",javascript,content
1188,2464894,"exercises/easy/ex2-type-checker.js",649,0,"\n  ",javascript,content
1189,2465101,"exercises/easy/ex2-type-checker.js",652,0,"\n  ",javascript,content
1189,2465101,"exercises/easy/ex2-type-checker.js",652,0,"\n  ",javascript,content
1190,2465101,"exercises/easy/ex2-type-checker.js",650,2,"",javascript,content
1191,2472992,"exercises/easy/ex2-type-checker.js",651,2,"",javascript,content
1191,2472992,"exercises/easy/ex2-type-checker.js",651,2,"",javascript,content
1192,2472992,"exercises/easy/ex2-type-checker.js",575,1,"",javascript,content
1193,2473149,"exercises/easy/ex2-type-checker.js",574,1,"",javascript,content
1194,2473300,"exercises/easy/ex2-type-checker.js",573,1,"",javascript,content
1195,2473441,"exercises/easy/ex2-type-checker.js",572,1,"",javascript,content
1196,2473585,"exercises/easy/ex2-type-checker.js",571,1,"",javascript,content
1197,2473717,"exercises/easy/ex2-type-checker.js",570,1,"",javascript,content
1198,2493022,"exercises/easy/ex2-type-checker.js",571,0," npm run test:easy",javascript,content
1199,2493979,"exercises/easy/ex2-type-checker.js",571,18,"",javascript,content
1200,2495032,"exercises/easy/ex2-type-checker.js",571,0,"t",javascript,content
1201,2495184,"exercises/easy/ex2-type-checker.js",572,0,"y",javascript,content
1202,2495264,"exercises/easy/ex2-type-checker.js",573,0,"p",javascript,content
1203,2495389,"exercises/easy/ex2-type-checker.js",574,0,"e",javascript,content
1204,2495537,"exercises/easy/ex2-type-checker.js",575,0,"o",javascript,content
1205,2495599,"exercises/easy/ex2-type-checker.js",576,0,"f",javascript,content
1206,2495670,"exercises/easy/ex2-type-checker.js",577,0," ",javascript,content
1207,2503840,"exercises/easy/ex2-type-checker.js",577,0,":",javascript,content
1208,2508886,"exercises/easy/ex2-type-checker.js",587,0,"typeof:",javascript,content
1209,2510719,"exercises/easy/ex2-type-checker.js",601,0,"typeof:",javascript,content
1210,2511741,"exercises/easy/ex2-type-checker.js",616,0,"typeof:",javascript,content
1211,2512784,"exercises/easy/ex2-type-checker.js",631,0,"typeof:",javascript,content
1212,2514017,"exercises/easy/ex2-type-checker.js",647,0,"typeof:",javascript,content
1213,2518637,"exercises/easy/ex2-type-checker.js",676,0,"typeof:",javascript,content
1214,2520725,"exercises/easy/ex2-type-checker.js",665,0,"typeof:",javascript,content
1215,2523717,"exercises/easy/ex2-type-checker.js",578,1,"",javascript,content
1216,2526624,"exercises/easy/ex2-type-checker.js",723,1,"",javascript,content
1217,2526997,"exercises/easy/ex2-type-checker.js",722,1,"",javascript,content
1218,2527148,"exercises/easy/ex2-type-checker.js",721,1,"",javascript,content
1219,2527275,"exercises/easy/ex2-type-checker.js",720,1,"",javascript,content
1220,2527415,"exercises/easy/ex2-type-checker.js",719,1,"",javascript,content
1221,2527546,"exercises/easy/ex2-type-checker.js",718,1,"",javascript,content
1222,2527685,"exercises/easy/ex2-type-checker.js",717,1,"",javascript,content
1223,2527810,"exercises/easy/ex2-type-checker.js",716,1,"",javascript,content
1224,2528515,"exercises/easy/ex2-type-checker.js",716,0,"c",javascript,content
1225,2604906,"exercises/easy/ex2-type-checker.js",716,1,"",javascript,content
1226,2605090,"exercises/easy/ex2-type-checker.js",716,0,"typeof c",javascript,content
1227,2605249,"exercises/easy/ex2-type-checker.js",578,0," ",javascript,content
1228,2605398,"exercises/easy/ex2-type-checker.js",665,7,"",javascript,content
1229,2605569,"exercises/easy/ex2-type-checker.js",676,7,"",javascript,content
1230,2605693,"exercises/easy/ex2-type-checker.js",647,7,"",javascript,content
1231,2605835,"exercises/easy/ex2-type-checker.js",631,7,"",javascript,content
1232,2605965,"exercises/easy/ex2-type-checker.js",616,7,"",javascript,content
1233,2606099,"exercises/easy/ex2-type-checker.js",601,7,"",javascript,content
1234,2606233,"exercises/easy/ex2-type-checker.js",587,7,"",javascript,content
1235,2606370,"exercises/easy/ex2-type-checker.js",577,1,"",javascript,content
1236,2606520,"exercises/easy/ex2-type-checker.js",577,1,"",javascript,content
1237,2606822,"exercises/easy/ex2-type-checker.js",571,6,"",javascript,content
1238,2611099,"exercises/easy/ex2-type-checker.js",666,1,"",javascript,content
1239,2611281,"exercises/easy/ex2-type-checker.js",665,1,"",javascript,content
1240,2611417,"exercises/easy/ex2-type-checker.js",664,1,"",javascript,content
1241,2611569,"exercises/easy/ex2-type-checker.js",663,1,"",javascript,content
1242,2611697,"exercises/easy/ex2-type-checker.js",662,1,"",javascript,content
1243,2611836,"exercises/easy/ex2-type-checker.js",661,1,"",javascript,content
1244,2612016,"exercises/easy/ex2-type-checker.js",660,1,"",javascript,content
1245,2613892,"exercises/easy/ex2-type-checker.js",570,0,"t",javascript,content
1246,2614030,"exercises/easy/ex2-type-checker.js",571,0,"y",javascript,content
1247,2614099,"exercises/easy/ex2-type-checker.js",572,0,"p",javascript,content
1248,2614256,"exercises/easy/ex2-type-checker.js",573,0,"e",javascript,content
1249,2614401,"exercises/easy/ex2-type-checker.js",574,0,"o",javascript,content
1250,2614486,"exercises/easy/ex2-type-checker.js",575,0,"f",javascript,content
1251,2640576,"exercises/easy/ex2-type-checker.js",583,66,")",javascript,content
1252,2641107,"exercises/easy/ex2-type-checker.js",583,1,"",javascript,content
1253,2642318,"exercises/easy/ex2-type-checker.js",583,0,"}",javascript,content
1254,2643820,"exercises/easy/ex2-type-checker.js",584,0,";",javascript,content
1255,2644693,"exercises/easy/ex2-type-checker.js",585,0,"\n  ",javascript,content
1256,2644933,"exercises/easy/ex2-type-checker.js",588,0,"c",javascript,content
1257,2645022,"exercises/easy/ex2-type-checker.js",589,0,"o",javascript,content
1258,2645254,"exercises/easy/ex2-type-checker.js",590,0,"n",javascript,content
1259,2645353,"exercises/easy/ex2-type-checker.js",591,0,"s",javascript,content
1260,2645537,"exercises/easy/ex2-type-checker.js",592,0,"t",javascript,content
1261,2645855,"exercises/easy/ex2-type-checker.js",593,0,"c",javascript,content
1262,2646203,"exercises/easy/ex2-type-checker.js",593,1,"",javascript,content
1263,2646332,"exercises/easy/ex2-type-checker.js",593,0," ",javascript,content
1264,2646437,"exercises/easy/ex2-type-checker.js",594,0,"c",javascript,content
1265,2646544,"exercises/easy/ex2-type-checker.js",595,0,"o",javascript,content
1266,2646852,"exercises/easy/ex2-type-checker.js",596,0,"d",javascript,content
1267,2647398,"exercises/easy/ex2-type-checker.js",597,0,"e",javascript,content
1268,2647716,"exercises/easy/ex2-type-checker.js",598,0,"1",javascript,content
1269,2649216,"exercises/easy/ex2-type-checker.js",598,1,"",javascript,content
1270,2649665,"exercises/easy/ex2-type-checker.js",598,0,"=",javascript,content
1271,2650000,"exercises/easy/ex2-type-checker.js",598,1,"",javascript,content
1272,2650308,"exercises/easy/ex2-type-checker.js",598,0," ",javascript,content
1273,2650437,"exercises/easy/ex2-type-checker.js",599,0,"=",javascript,content
1274,2650866,"exercises/easy/ex2-type-checker.js",600,0," ",javascript,content
1275,2651016,"exercises/easy/ex2-type-checker.js",601,0,"t",javascript,content
1276,2651220,"exercises/easy/ex2-type-checker.js",602,0,"y",javascript,content
1277,2651398,"exercises/easy/ex2-type-checker.js",603,0,"p",javascript,content
1278,2651582,"exercises/easy/ex2-type-checker.js",604,0,"e",javascript,content
1279,2652018,"exercises/easy/ex2-type-checker.js",605,0,"o",javascript,content
1280,2652150,"exercises/easy/ex2-type-checker.js",606,0,"f",javascript,content
1281,2653505,"exercises/easy/ex2-type-checker.js",607,0,"[]",javascript,content
1282,2654069,"exercises/easy/ex2-type-checker.js",608,0,"a",javascript,content
1283,2654306,"exercises/easy/ex2-type-checker.js",609,0,"r",javascript,content
1283,2654306,"exercises/easy/ex2-type-checker.js",609,0,"r",javascript,content
1284,2654454,"exercises/easy/ex2-type-checker.js",610,0,"r",javascript,content
1284,2654454,"exercises/easy/ex2-type-checker.js",610,0,"r",javascript,content
1285,2654518,"exercises/easy/ex2-type-checker.js",611,0,"a",javascript,content
1286,2654767,"exercises/easy/ex2-type-checker.js",612,0,"y",javascript,content
1287,2656335,"exercises/easy/ex2-type-checker.js",613,1,"]",javascript,content
1288,2657427,"exercises/easy/ex2-type-checker.js",614,0,";",javascript,content
1289,2659355,"exercises/easy/ex2-type-checker.js",615,0,"\n  ",javascript,content
1290,2664402,"exercises/easy/ex2-type-checker.js",616,2,"",javascript,content
1290,2664402,"exercises/easy/ex2-type-checker.js",616,2,"",javascript,content
1291,2664403,"exercises/easy/ex2-type-checker.js",584,1,"",javascript,content
1292,2664551,"exercises/easy/ex2-type-checker.js",584,0," ",javascript,content
1293,2664717,"exercises/easy/ex2-type-checker.js",585,0,"typeof[array];",javascript,content
1294,2667689,"exercises/easy/ex2-type-checker.js",584,0," ",javascript,content
1295,2667974,"exercises/easy/ex2-type-checker.js",585,0,"+",javascript,content
1296,2669154,"exercises/easy/ex2-type-checker.js",585,1,"",javascript,content
1297,2672186,"exercises/easy/ex2-type-checker.js",585,0,"&",javascript,content
1298,2673099,"exercises/easy/ex2-type-checker.js",586,0,"&",javascript,content
1299,2674470,"exercises/easy/ex2-type-checker.js",586,1,"",javascript,content
1300,2677726,"exercises/easy/ex2-type-checker.js",604,27,"",javascript,content
1301,2678166,"exercises/easy/ex2-type-checker.js",602,2,"",javascript,content
1302,2678874,"exercises/easy/ex2-type-checker.js",601,1,"",javascript,content
1303,2679716,"exercises/easy/ex2-type-checker.js",601,0," ",javascript,content
1304,2684967,"exercises/easy/ex2-type-checker.js",602,0,"&",javascript,content
1305,2686372,"exercises/easy/ex2-type-checker.js",603,0," ",javascript,content
1306,2686508,"exercises/easy/ex2-type-checker.js",604,0,"t",javascript,content
1307,2686703,"exercises/easy/ex2-type-checker.js",605,0,"y",javascript,content
1308,2686830,"exercises/easy/ex2-type-checker.js",606,0,"p",javascript,content
1309,2686987,"exercises/easy/ex2-type-checker.js",607,0,"e",javascript,content
1310,2687186,"exercises/easy/ex2-type-checker.js",608,0,"o",javascript,content
1311,2687336,"exercises/easy/ex2-type-checker.js",609,0,"f",javascript,content
1312,2688324,"exercises/easy/ex2-type-checker.js",610,0,"{}",javascript,content
1313,2688969,"exercises/easy/ex2-type-checker.js",611,0,"s",javascript,content
1314,2689177,"exercises/easy/ex2-type-checker.js",612,0,"t",javascript,content
1315,2689317,"exercises/easy/ex2-type-checker.js",613,0,"r",javascript,content
1316,2689385,"exercises/easy/ex2-type-checker.js",614,0,"i",javascript,content
1317,2689553,"exercises/easy/ex2-type-checker.js",615,0,"n",javascript,content
1318,2689620,"exercises/easy/ex2-type-checker.js",616,0,"g",javascript,content
1319,2690563,"exercises/easy/ex2-type-checker.js",617,1,"}",javascript,content
1320,2691423,"exercises/easy/ex2-type-checker.js",617,1,"",javascript,content
1321,2691840,"exercises/easy/ex2-type-checker.js",617,0,"}",javascript,content
1322,2692272,"exercises/easy/ex2-type-checker.js",618,0," ",javascript,content
1323,2693231,"exercises/easy/ex2-type-checker.js",619,0,"&",javascript,content
1324,2693599,"exercises/easy/ex2-type-checker.js",620,0," ",javascript,content
